pair_id	premise	hypothesis	annotation_1	comment_1	annotator1_id	annotation_2	comment_2	annotator2_id	annotation_3	comment_3	annotator3_id	annotation_FINAL	label
P456	Načelnik Upravne enote Novo mesto Jože Preskar nam je povedal, da se bo po zagotovilih investitorja, ministrstva za javno upravo, upravna enota selila v nove poslovne prostore konec oktobra prihodnje leto.	Upravna enota Novo mesto se že letos seli v novo poslovno stavbo.	C		annotator_C	N		annotator_B					contradiction
P457	“Žal mi je, ker vam moram povedati, da se je zgodila strašanska nesreča, gospod Doe.	“Z žalostjo vam sporočam, da se je nesreča končala s smrtnim izidom, gospod Doe.“	N		annotator_C	E		annotator_B					neutral
P458	Večina dišavnic ima rada veliko sonca, zato so te rastline nadvse primerne za gojenje na oknih, balkonih in terasah, ki so ves dan obsijani s soncem, kjer mnogo cvetlic ne preživi.	Veliko dišavnic zahteva dnevno zalivanje, saj potrebujejo veliko vode in vlažno zemljo, da preživijo v toplem in svetlem okolju.	N		annotator_D	C		annotator_B					neutral
P459	Zaostanek treh golov se je pred koncem prvega dela hitro stopil, ko je trikrat zapored prodrl skozi tekmečevo obrambo.	Ne glede na nasprotnikovo prednost za 3 gole se je situacija popolnoma spremenila, ko se je kar trikrat prebil čez njihovo obrambo.	E		annotator_E	E		annotator_B				E	entailment
P460	Večina dišavnic ima rada veliko sonca, zato so te rastline nadvse primerne za gojenje na oknih, balkonih in terasah, ki so ves dan obsijani s soncem, kjer mnogo cvetlic ne preživi.	Ker skoraj vse dišavnice obožujejo večjo količino sončne svetlobe, je povsem ustrezno, če jih vzrejamo na oknih, balkonih in terasah, saj tam ves čas nanje sije sonce, veliko drugih rastlin pa tam ne uspeva.	E		annotator_D	E		annotator_C				E	entailment
P461	(2) Začasno hranjeno carinsko blago se lahko hrani v skladu s prejšnjim odstavkom le v prostorih in pod pogoji, ki jih odobri carinski organ.	(2) Prehodno skladiščenje carinskih materialov je omogočeno z upoštevanjem prejšnjega odstavka in pa v določenih prostorih in pogojih, s katerimi je seznanjen zaposleni na carini.	E		annotator_D	N		annotator_C					entailment
P462	So svetlo rjavi, meso pa je živo rumeno in pekoče.	So temno rjave barve, meso pa je neokusno in blede rumene barve.	C		annotator_G	C		annotator_C				C	contradiction
P463	Dandanes so pomanjkanje časa in gibanja ter nepravilna prehrana glavne pasti, ki prispevajo h kopičenju dodatnih kilogramov.	Če bi se več gibali, imeli bolj urejeno prebavo in tudi več časa za posvečanje samim sebi, bi se naši odvečni kilogrami stopili sami od sebe.	N		annotator_A	C		annotator_C					neutral
P464	Odgovorni vodja del izvajalcu odgovarja za skladnost vseh del pri gradnji s projektno dokumentacijo, na podlagi katere je bilo izdano gradbeno dovoljenje, gradbenimi predpisi in predpisi s področja zagotavljanja varnosti in zdravja pri delu na gradbiščih.	Vodja z največjo odgovornostjo na gradbišču odgovarja izvedbenemu podjetju o ustrezni korelaciji med izvedenimi deli in dokumentacijo, ki je osnova za dovoljenje za gradnjo, skladna s predpisi gradnje in varstva delavcev in njihovega zdravja na prostoru gradbišča .	E		annotator_F	E		annotator_C				E	entailment
P465	Če najemnik ne dopusti vstopa v stanovanje, odloči o tem na zahtevo upravnika oziroma lastnika sodišče.	Če upravnik ali lastnik stanovanja želita vstopiti v stanovanje, v katerem prebiva najemnik, ta pa tega ne dopusti, se zadeva preda sodišču.	E		annotator_B	E		annotator_C				E	entailment
P466	Presličin čaj ustavlja notranje krvavitve, spravlja v red ledvice in mehur in odstranjuje kožne izpuščaje.	Preslica vsebuje ogromno silicija, minerala mladosti, saj dejansko pomlajuje tkiva, kožo in zdravilno vpliva na mehur in ledvice.	N		annotator_G	N		annotator_C				N	neutral
P467	(1) Protiustavne ali nezakonite podzakonske predpise ali splošne akte, izdane za izvrševanje javnih pooblastil, ustavno sodišče odpravi ali razveljavi.	Ustavno sodišče odpravlja se ukvarja s protiustavnimi ali nezakonitimi podzakonskimi predpisi ter splošnimi akti, ki so bili izdani za izvrševanje javnih pooblastil.	N		annotator_B	E		annotator_C					neutral
P468	To ne pomeni, da bi kar koli rad od tebe.	To nič ne pomeni, saj od tebe ne želim ničesar.	E		annotator_B	N		annotator_C					entailment
P469	(3) Člani Nadzornega sveta morajo imeti najmanj visokošolsko izobrazbo in vsaj pet let delovnih izkušenj.	Če želiš postati član Nadzornega sveta, moraš zadostovati pogojem, ki so za to postavljeni.	N		annotator_B	N		annotator_C				N	neutral
P470	Še enkrat: jaz ne morem in ne morem v krvavo.	Potožil sem, da nikakor ne bom mogel nadaljevati.	E		annotator_E	N		annotator_C					entailment
P471	PREVLADUJEJO ZLASTI ZNAKI, KI KAŽEJO NA POŠKODBE DIHALNIH ORGANOV IN PREBAVIL.	IZ TEH ZNAKOV ŠE NE MOREMO SKLEPATI, ZA KATERE VRSTE POŠKODBO GRE, POTREBNA JE NADALJNJA TEMELJITA PREISKAVA.	N		annotator_D	C		annotator_C					neutral
P472	OČKA IN MAMICA STA SE ODLOČILA, DA BOSTA IMELA ŠE ENEGA OTROKA.	OTROCI SO LAHKO VELIKO BREME, TO JE TREBA DOBRO PREMISLITI.	N		annotator_G	N		annotator_C				N	neutral
P473	Zelena Magma je prehransko dopolnilo, pridobljeno iz ekološko pridelanih listov mladega ječmena.	Zeleno Magmo lahko zaužijemo kot osnovni obrok in ne le kot prehransko dopolnilo.	C		annotator_D	N		annotator_C					contradiction
P474	Spomladi je moč na travnikih in goličavah opaziti veliko ostrogastih želv.	Pozno jeseni se ostrogaste želve najbolj zapazi v manj poraslem okolju.	C		annotator_F	C		annotator_C				C	contradiction
P475	Na podlagi vaših želja in izbranih izdelkov bomo pripravili ugoden predračun.	Tudi, če izvemo vaše želje in izbiro izdelkov, ne bo v naših močeh pripraviti ugodnega predračuna.	C		annotator_B	C		annotator_C				C	contradiction
P476	Cenilec opravi ogled nepremičnine in izdela cenitev, ki jo predloži sodišču.	Vrednost nepremičnine lahko določi njen lastnik po svojem okusu, sodišče pa jo je dolžno sprejeti.	C		annotator_E	N		annotator_C					contradiction
P477	Kadar je rok za predložitev tarif v odobritev v skladu s 3. odstavkom skrajšan, se pristojna organa lahko sporazumeta, da je rok za sporočitev nestrinjanja krajši od trideset (30) dni.	Ko je rok za predložitev tarif v odobritev skladno s tretjim odstavkom krajši kot po navadi, se lahko pristojna organa dogovorita za krajši rok za sporočitev nestrinjanja kot je sprva določen.	N		annotator_B	E		annotator_C					neutral
P478	V ljubljanskem klubu InBox je naša najbolj znana transdiva Salome pripravila še zadnjo zabavo, preden bo junija pokazala svojo 'muco'.	V javnost prihajajo novice o Salomejinem praznovanju in veselju nad prihajajočo operacijo spola.	N		annotator_B	E		annotator_C					neutral
P479	Upoštevaje navedeno Pooblaščenec od organa ni zahteval, naj mu predloži dokumentacijo, ki jo zahteva prosilka, saj z njo že v celoti razpolaga.	Organ ni bil primoran posredovati dokumentacije, za katero je zaprosila prosilka, saj je bila ta že pred zahtevo v njeni posesti.	E		annotator_A	E		annotator_C				E	entailment
P480	Sedem celinskih plošč tvori skupaj z oceanskimi ploščami zemeljsko *skorjo.	Pregrinjalo našega strica planeta sestavlja sedmero celinskih in oceanskih plošč.	E		annotator_H	E		annotator_C				E	entailment
P481	»Nikakor ne, milostljiva,« se je strinjala gospa Harben.	Gospa Harben je bila zvesta podložnica, zato se je z milostljivo vedno strinjala.	E		annotator_E	N		annotator_C					entailment
P482	Dandanes so pomanjkanje časa in gibanja ter nepravilna prehrana glavne pasti, ki prispevajo h kopičenju dodatnih kilogramov.	Večina ljudi v teh časih izgublja kilograme zaradi neustreznih prehranjevalnih navad ter nezadostnosti gibanja, kar je posledica preobilice prostega časa.	C		annotator_A	C		annotator_C				C	contradiction
P483	Želeli smo poznati tudi odvisnost rezultatov v italijanskem jeziku od rezultatov v slovenskem jeziku v obeh skupinah.	Pri dveh skupinah nas je zanimala povezava med rezultati v italijanskem jeziku in rezultati v slovenskem jeziku.	N		annotator_B	E		annotator_C					neutral
P484	(3) Člani Nadzornega sveta morajo imeti najmanj visokošolsko izobrazbo in vsaj pet let delovnih izkušenj.	Da postaneš član Nadzornega sveta, moraš biti star najmanj 23 let, da si pridobiš vsaj 5 let delovnih izkušenj in visokošolsko izobrazbo.	E		annotator_B	N		annotator_C					entailment
P485	So poročeni, zaročeni, ločeni, vsi so se kurbali, potem jih je pa strah.	Tisti, ki so se vlačugali, so sicer že ločeni, vendar so se potem vseeno bali.	C		annotator_B	N	Nepopolna nevtralnost?	annotator_C					contradiction
P486	Študijski program je ovrednoten s kreditnimi točkami po evropskem kreditnem sistemu ECTS, kar daje študiju dodatno mednarodno primerljivost in usklajenost s podobnimi programi v svetu.	Študij je v mednarodnem prostoru unikaten, saj ni primerjljiv in skladen z drugimi mednarodnimi študiji, ki temeljijo na kreditnem sistemu ECTS.	C		annotator_D	C		annotator_C				C	contradiction
P487	Med navijaškimi skupinami so se v finale uvrstile skupine OŠ Pivka, OŠ Domžale, OŠ Cvetka Golarja, Škofja Loka, OŠ Log - Dragomer.	Potekalo bo tekmovanje, v katerem se bodo med seboj pomerile navijaške skupine OŠ Domžale, OŠ Pivka, OŠ Cvetka Golarja, OŠ Log - Dragomer in Škofja Loka.	N		annotator_B	E	OŠ Cvetka Golarja je šola v Škofji Loki, oseba verjetno ni preverila informacije.	annotator_C					neutral
P488	Pri pripravi razstave so sodelovali številni strokovnjaki, kustosi, metalurgi, strojniki in drugi.	Poleg kustosov so pri razstavi sodelovali strokovnjaki iz različnih strokovnih vej.	N		annotator_B	N		annotator_C				N	neutral
P489	Preden je odprl vrata stanovanja, je prisluhnil morebitnim glasovom.	Hotel je vedeti, če je kdo na drugi strani vrat, preden jih odpre.	N		annotator_B	E		annotator_C					neutral
P490	Ljudje lahko po pijači postanejo tudi nesrečni, četudi so se prej počutili zadovoljne.	Alkohol in njegovo zauživanje ima vpliv na dojemanje našega počutja, ki se lahko spreminja.	N		annotator_F	E		annotator_C					neutral
P491	Študent nadgradi svoje znanje o dozorevanju grozdja; osnovni kemijski sestavi grozdja, mošta in vina; fizikalno-kemijskih lastnostih; biokemijskih in mikrobioloških procesih.	Študent/ka poglobi svoje znanje z različnih področij vinogradništva.	N		annotator_B	E		annotator_C					neutral
P492	V juliju se že veselimo prvih jabolk, breskev, zgodnjih hrušk in marelic.	Med prvimi bomo posejali solato, grah, bob, čebulo in česen.	N		annotator_E	N		annotator_C				N	neutral
P493	Nato ga tesno zvijemo v zvitek in položimo v namaščen pekač.	Zavito pecivo je najbolje peči v pekaču, ki smo ga prej pošpricali z maslom v spreju.	N		annotator_A	N		annotator_C				N	neutral
P494	Nacionalni znak skladnosti s SIST se uporablja v skladu s pravili, ki jih določi upravni odbor.	V povezavi s skladnostjo s SIST obstaja znak nacionalne ravni, ki se ravna po določenih pravilih.	N		annotator_F	E		annotator_C					neutral
P495	Na robu jase se je mrak zgostil, videti je bilo samo drobne iskrice, ujete v živo koralno ogrodje.	Na jaso je začela padati noč, tako da se ni skoraj nič več videlo.	N		annotator_B	E		annotator_C					neutral
P496	Ne uporablja praznih fraz in ne zavaja ljudi z napačnimi informacijami.	Je velik resnicoljub in realist, na katerega se lahko ljudje zmeraj zanesejo.	E		annotator_B	N		annotator_C					entailment
P497	svetlobno leto Razdalja, ki jo svetloba (ki prodira skozi prazen prostor) prepotuje v enem letu - 9,5 milijonov milijonov kilometrov.	Svetloba v praznem prostoru potuje z največjo hitrostjo, saj na svoji poti nima ovir in v kratkem času naredi več stotisoč kilometrov.	N		annotator_F	N		annotator_C				N	neutral
P498	»Eee, gospod ...« se je zaslišalo od zadaj.	Za hrbtom sem slišal glas, nekdo me je ogovarjal.	E		annotator_G	E		annotator_C				E	entailment
P499	Jaz sem kimal, se smehljal in prestrezal začudene poglede.	Tako čudno sem se vedel, da so se še drugi začeli tako vesti z mano.	C		annotator_H	N		annotator_C					contradiction
P500	Predmet razpisa je štipendiranje kratkoročne mednarodne mobilnosti v tujino za namen izobraževanja ali praktičnega usposabljanja slovenskih dijakov in študentov.	Tema razpisa je nudenje nepovratne denarne pomoči za netrajno internacionalno mobilnost izven meja države prebivanja za edukacijo ali praktično usposabljanje dijakov in študentov iz Slovenije.	E		annotator_D	N		annotator_C					entailment
P501	Plače zaposlenih, za katere ne veljajo kolektivne pogodbe ne smejo naraščati hitreje od plač, zaposlenih po kolektivni pogodbi pri delodajalcu.	Vsi zaposleni, ki v prvih 5 letih od pričetka dela podpišejo kolektivno pogodbo, so glede višanja plač na boljšem kot tisti brez pogodbe.	N		annotator_A	C		annotator_C					neutral
P502	Ni se dalo pogruntat, ali je zaradi moje vrnitve vesela ali razočarana.	Moja vrnitev bi lahko zanjo predstavljalo veselo ali žalostno novico.	N		annotator_B	E		annotator_C					neutral
P503	Želela sem izvedeti, ali bodo otroci ob pomoči lutke ustvarjali ali vsaj pokazali interes za pevsko ustvarjanje.	Zadala sem si, da ugotovim, ali uporaba lutke kakorkoli vpliva na glasbeno ustvarjalnost pri otrocih.	N		annotator_B	N		annotator_C				N	neutral
P504	Ni se pokrival z dišečo prešito odejo tako kot vi.	Za razliko od vas je on raje spal pokrit z rjuho brez vonjav.	E		annotator_E	N		annotator_C					entailment
P505	Nikdar si ni mislil, da bo nekoč graščina njegova.	Kdo bi vedel, da bo nekoč tako bogato podedoval.	E		annotator_H	N		annotator_C					entailment
P506	Premier Janša se je v slavnostnem govoru v imenu slovenske države opravičil vsem preživelim političnim preganjancem v drugi polovici 20. stoletja: »Vsem, ki ste živi in me slišite, izrekam opravičilo in priznanje.	Vodje slovenske vlade, Janez Janša, je na slavnosti prireditvi ob prazniku izrekel opravičilo vsem tistim, ki so pred desetletji preživeli komunistične pregone s strani vladajoče politike.	N		annotator_A	E		annotator_C					neutral
P507	»PRAV NIČ NE KAŽE, DA BI BIL MORILEC TUJEC.	“Po preučenih dokazih izgleda, da je ubojstvo zakrivil domačin.“	E	x - manjkajo končne navednice	annotator_B	N		annotator_C					entailment
P508	Otroci potrebujejo veliko priložnosti, da govorijo in si izmišljajo zgodbice.	Prav je, da se otroke spodbuja h grajenju njihovih govornih sposobnosti in domišljije.	N		annotator_B	E		annotator_C					neutral
P509	IN ZLOČINCEV NITI POD RAZNO NE ŽELIM FAVORIZIRATI KOT DA KAJ VELJAJO,SO NIČ POD NIČLOI	O zločincih nimam pozitivnega mnenja - zame so vredni manj kot drugi.	N		annotator_B	E		annotator_C					neutral
P510	Zato je zelo pomembno, da veste, kako se tej stvari streže.	Dobro bi bilo, če bi se o tej stvari pozanimali.	N		annotator_B	E		annotator_C					neutral
P511	Presličin čaj ustavlja notranje krvavitve, spravlja v red ledvice in mehur in odstranjuje kožne izpuščaje.	Čaj iz preslice preprečuje krvavitve v želodcu, zdravilno učinkuje na ledvice in mehur, prav tako pa tudi na kožo.	E		annotator_G	N		annotator_C					entailment
P512	V razpravo dajem 13. člen, h kateremu imamo več amandmajev.	Z razpravo smo danes zaključili in z njo nadaljujemo naslednji teden.	N		annotator_H	C		annotator_C					neutral
P513	Če ste vzeli večji odmerek zdravila, kot bi smeli, se posvetujte z zdravnikom ali s farmacevtom.	Če ugotovite, da niste ravnali v skladu s predpisanimi navodili za jemanje zdravila, pojdite na posvet k strokovnjaku.	N		annotator_B	E		annotator_C					neutral
P514	Program je na CD-ROM-u in je namenjen začetnikom za samostojno učenje.	Kdor se odloči za samostojno učenje, lahko kupi CD-ROM s programom za začetnike.	N		annotator_A	E		annotator_C					neutral
P515	Jaz predlagam, da končamo replike, razpravo pa bomo seveda morali prekiniti.	V sklopu razpravljanja o aktualni tematiki se bo kasneje odprla dodatna razprava.	N		annotator_F	N		annotator_C				N	neutral
P516	Izza verig potujoče vate je pokukalo sonce in škofa opremilo s svetniškim sijem.	Sončni žarki so pokukali izza verig potujoče vate in obsijali škofa.	N		annotator_B	E		annotator_C					neutral
P517	Listna gnojila lahko uporabljamo razmeroma pozno v rastni sezoni, ker delujejo kratek čas in zato ne spodbujajo rasti v hladnih zimskih mesecih.	Foliarnih gnojil v nasprotju z drugimi ni treba uporabljati na začetku poletja, saj nimajo dolgotrajnega učinka, niti ne vplivajo na rast v mesecih od decembra do februarja.	E		annotator_G	N	Rastna sezona	annotator_C					entailment
P518	Trajalo je skoraj minuto, preden si je toliko opomogla, da je lahko odgovorila.	Po dolgem premoru je le uspela zbrati moči za odgovor.	N		annotator_B	C		annotator_C					neutral
